customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store
66,2016-06-01,252,4,2016-06-04,2016-06-02,Kali,Rowlett Bikes
1267,2016-06-02,253,4,2016-06-05,2016-06-05,Marcelene,Baldwin Bikes
510,2016-06-03,254,4,2016-06-06,2016-06-05,Venita,Baldwin Bikes
801,2016-06-03,255,4,2016-06-06,2016-06-05,Venita,Baldwin Bikes
26,2016-06-04,256,4,2016-06-05,2016-06-07,Venita,Baldwin Bikes
1314,2016-06-05,257,4,2016-06-06,2016-06-08,Genna,Santa Cruz Bikes
107,2016-06-06,258,4,2016-06-07,2016-06-07,Venita,Baldwin Bikes
413,2016-06-06,259,4,2016-06-09,2016-06-09,Venita,Baldwin Bikes
632,2016-06-06,260,4,2016-06-08,2016-06-08,Marcelene,Baldwin Bikes
1045,2016-06-08,261,4,2016-06-10,2016-06-09,Mireya,Santa Cruz Bikes
579,2016-06-08,262,4,2016-06-11,2016-06-10,Layla,Rowlett Bikes
1322,2016-06-09,263,4,2016-06-10,2016-06-12,Marcelene,Baldwin Bikes
5,2016-06-10,264,3,2016-06-10,,Genna,Santa Cruz Bikes
682,2016-06-10,265,4,2016-06-12,2016-06-11,Venita,Baldwin Bikes
933,2016-06-10,266,4,2016-06-13,2016-06-13,Venita,Baldwin Bikes
282,2016-06-11,267,4,2016-06-14,2016-06-14,Genna,Santa Cruz Bikes
540,2016-06-11,268,4,2016-06-14,2016-06-12,Genna,Santa Cruz Bikes
764,2016-06-12,269,4,2016-06-13,2016-06-15,Marcelene,Baldwin Bikes
879,2016-06-12,270,4,2016-06-15,2016-06-13,Venita,Baldwin Bikes
350,2016-06-13,271,4,2016-06-16,2016-06-14,Venita,Baldwin Bikes
497,2016-06-15,272,4,2016-06-18,2016-06-16,Venita,Baldwin Bikes
1340,2016-06-16,273,4,2016-06-19,2016-06-17,Venita,Baldwin Bikes
411,2016-06-17,274,4,2016-06-20,2016-06-18,Venita,Baldwin Bikes
1341,2016-06-17,275,4,2016-06-19,2016-06-18,Venita,Baldwin Bikes
1227,2016-06-18,276,4,2016-06-19,2016-06-19,Marcelene,Baldwin Bikes
546,2016-06-19,277,4,2016-06-20,2016-06-20,Venita,Baldwin Bikes
1301,2016-06-20,278,4,2016-06-23,2016-06-21,Genna,Santa Cruz Bikes
378,2016-06-21,279,4,2016-06-22,2016-06-22,Marcelene,Baldwin Bikes
638,2016-06-21,280,4,2016-06-22,2016-06-23,Venita,Baldwin Bikes
800,2016-06-21,281,4,2016-06-22,2016-06-23,Venita,Baldwin Bikes
159,2016-06-22,282,4,2016-06-25,2016-06-25,Layla,Rowlett Bikes
181,2016-06-23,283,4,2016-06-26,2016-06-26,Mireya,Santa Cruz Bikes
1356,2016-06-23,284,4,2016-06-25,2016-06-25,Venita,Baldwin Bikes
319,2016-06-25,285,4,2016-06-26,2016-06-27,Mireya,Santa Cruz Bikes
59,2016-06-25,286,4,2016-06-26,2016-06-26,Marcelene,Baldwin Bikes
133,2016-06-25,287,4,2016-06-26,2016-06-27,Marcelene,Baldwin Bikes
780,2016-06-25,288,4,2016-06-28,2016-06-28,Marcelene,Baldwin Bikes
849,2016-06-27,289,4,2016-06-28,2016-06-30,Marcelene,Baldwin Bikes
202,2016-06-28,290,4,2016-06-29,2016-06-30,Marcelene,Baldwin Bikes
158,2016-06-29,291,4,2016-06-30,2016-07-01,Marcelene,Baldwin Bikes
360,2016-06-29,292,4,2016-06-30,2016-07-02,Layla,Rowlett Bikes
573,2016-06-30,293,4,2016-07-03,2016-07-02,Venita,Baldwin Bikes
732,2016-07-01,294,4,2016-07-02,2016-07-02,Venita,Baldwin Bikes
1130,2016-07-01,295,4,2016-07-04,2016-07-04,Venita,Baldwin Bikes
1245,2016-07-04,296,4,2016-07-07,2016-07-06,Marcelene,Baldwin Bikes
1425,2016-07-04,297,4,2016-07-05,2016-07-06,Venita,Baldwin Bikes
885,2016-07-04,298,4,2016-07-07,2016-07-07,Layla,Rowlett Bikes
281,2016-07-05,299,4,2016-07-06,2016-07-07,Marcelene,Baldwin Bikes
1205,2016-07-05,300,4,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes
17,2016-07-06,301,4,2016-07-09,2016-07-08,Marcelene,Baldwin Bikes
1375,2016-07-06,302,4,2016-07-07,2016-07-09,Marcelene,Baldwin Bikes
36,2016-07-07,303,4,2016-07-08,2016-07-09,Venita,Baldwin Bikes
230,2016-07-07,304,4,2016-07-08,2016-07-08,Marcelene,Baldwin Bikes
705,2016-07-07,305,4,2016-07-08,2016-07-08,Venita,Baldwin Bikes
424,2016-07-09,306,4,2016-07-10,2016-07-12,Venita,Baldwin Bikes
695,2016-07-09,307,4,2016-07-11,2016-07-11,Marcelene,Baldwin Bikes
156,2016-07-11,308,4,2016-07-12,2016-07-14,Marcelene,Baldwin Bikes
211,2016-07-11,309,4,2016-07-13,2016-07-13,Marcelene,Baldwin Bikes
627,2016-07-12,310,4,2016-07-13,2016-07-13,Mireya,Santa Cruz Bikes
1400,2016-07-12,311,4,2016-07-14,2016-07-13,Marcelene,Baldwin Bikes
299,2016-07-13,312,4,2016-07-15,2016-07-16,Marcelene,Baldwin Bikes
565,2016-07-14,313,4,2016-07-15,2016-07-15,Layla,Rowlett Bikes
1019,2016-07-15,314,4,2016-07-17,2016-07-17,Venita,Baldwin Bikes
1263,2016-07-16,315,4,2016-07-19,2016-07-17,Marcelene,Baldwin Bikes
670,2016-07-17,316,4,2016-07-20,2016-07-19,Venita,Baldwin Bikes
795,2016-07-17,317,4,2016-07-20,2016-07-19,Venita,Baldwin Bikes
1141,2016-07-17,318,4,2016-07-19,2016-07-20,Venita,Baldwin Bikes
941,2016-07-18,319,4,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes
1428,2016-07-19,320,4,2016-07-20,2016-07-21,Mireya,Santa Cruz Bikes
568,2016-07-19,321,4,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes
924,2016-07-19,322,4,2016-07-22,2016-07-20,Marcelene,Baldwin Bikes
1243,2016-07-19,323,4,2016-07-22,2016-07-21,Marcelene,Baldwin Bikes
480,2016-07-20,324,4,2016-07-22,2016-07-23,Marcelene,Baldwin Bikes
848,2016-07-20,325,4,2016-07-21,2016-07-21,Marcelene,Baldwin Bikes
1337,2016-07-20,326,4,2016-07-21,2016-07-22,Layla,Rowlett Bikes
83,2016-07-21,327,4,2016-07-24,2016-07-22,Marcelene,Baldwin Bikes
528,2016-07-23,328,4,2016-07-26,2016-07-25,Marcelene,Baldwin Bikes
